Var X sample ID,Var Y sample ID,Pearson's correlation
GTEX-113JC-2226-SM-5EGJG,GTEX-P78B-2526-SM-3P5ZY,0.9198
GTEX-Y3IK-2126-SM-4YCDS,GTEX-S4UY-1226-SM-4AD51,0.9198
GTEX-XUJ4-1526-SM-4BONU,GTEX-P78B-2526-SM-3P5ZY,0.9198
GTEX-ZYVF-0526-SM-5E43E,GTEX-ZAK1-2526-SM-5S2N7,0.9198
GTEX-P4QT-2026-SM-3NMCJ,GTEX-XUZC-0926-SM-4BOQF,0.9198
GTEX-W5WG-1326-SM-4LMI9,GTEX-YJ8O-1126-SM-5P9IS,0.9198
GTEX-11DXX-1526-SM-5H115,GTEX-11I78-2126-SM-5A5K8,0.9198
GTEX-XUJ4-1526-SM-4BONU,GTEX-ZXES-0726-SM-5E451,0.9199
GTEX-ZXES-0726-SM-5E451,GTEX-PX3G-2026-SM-48U1H,0.9199
GTEX-XUJ4-1526-SM-4BONU,GTEX-14BMU-1826-SM-5RQII,0.9199
GTEX-UPIC-1526-SM-4IHLU,GTEX-POMQ-1226-SM-3P61F,0.9199
GTEX-RU1J-1026-SM-46MUR,GTEX-ZYWO-2126-SM-5GZXF,0.9199
GTEX-POMQ-1226-SM-3P61F,GTEX-T2IS-2226-SM-4DM65,0.9199
GTEX-13D11-1226-SM-5IFGA,GTEX-OHPL-2026-SM-3TW8R,0.92
GTEX-14BIM-2226-SM-5SI8Y,GTEX-13U4I-1926-SM-5LU39,0.92
GTEX-ZLWG-1026-SM-4WWC4,GTEX-12WSD-2826-SM-59HKT,0.92
GTEX-13U4I-1926-SM-5LU39,GTEX-12WSK-2026-SM-5CVNB,0.92
GTEX-Y3IK-2126-SM-4YCDS,GTEX-POMQ-1226-SM-3P61F,0.92
GTEX-11ZTT-1726-SM-5EQL4,GTEX-145ME-1326-SM-5O98Q,0.92
GTEX-145ME-1326-SM-5O98Q,GTEX-PX3G-2026-SM-48U1H,0.9201
GTEX-12WSD-2826-SM-59HKT,GTEX-XUW1-0226-SM-4BOOS,0.9201
GTEX-S32W-1426-SM-4AD66,GTEX-13VXT-1626-SM-5IJES,0.9201
GTEX-13N11-1126-SM-5KM41,GTEX-T6MO-1526-SM-4DM57,0.9201
GTEX-113JC-2226-SM-5EGJG,GTEX-13S7M-1726-SM-5RQK3,0.9201
GTEX-P4QT-2026-SM-3NMCJ,GTEX-POMQ-1226-SM-3P61F,0.9201
GTEX-14BMU-1826-SM-5RQII,GTEX-POMQ-1226-SM-3P61F,0.9202
GTEX-P4QT-2026-SM-3NMCJ,GTEX-12WSD-2826-SM-59HKT,0.9202
GTEX-13N11-1126-SM-5KM41,GTEX-PX3G-2026-SM-48U1H,0.9202
GTEX-RU1J-1026-SM-46MUR,GTEX-XUW1-0226-SM-4BOOS,0.9202
GTEX-11EM3-1926-SM-5987U,GTEX-P78B-2526-SM-3P5ZY,0.9202
GTEX-13N11-1126-SM-5KM41,GTEX-145ME-1326-SM-5O98Q,0.9202
GTEX-RU72-2626-SM-4TT75,GTEX-P78B-2526-SM-3P5ZY,0.9202
GTEX-12WSG-2126-SM-5EGJ7,GTEX-RU1J-1026-SM-46MUR,0.9203
GTEX-13VXT-1626-SM-5IJES,GTEX-Q734-1626-SM-48U1B,0.9203
GTEX-PWN1-2026-SM-48TD9,GTEX-P78B-2526-SM-3P5ZY,0.9203
GTEX-YFC4-2826-SM-5P9FR,GTEX-145ME-1326-SM-5O98Q,0.9203
GTEX-ZXES-0726-SM-5E451,GTEX-11P81-1626-SM-5BC52,0.9204
GTEX-WWYW-2826-SM-4MVOQ,GTEX-14BIM-2226-SM-5SI8Y,0.9204
GTEX-13OVJ-2326-SM-5IJGA,GTEX-XUW1-0226-SM-4BOOS,0.9204
GTEX-1399U-1326-SM-5IJET,GTEX-11I78-2126-SM-5A5K8,0.9204
GTEX-Y3IK-2126-SM-4YCDS,GTEX-WEY5-0726-SM-4LMID,0.9204
GTEX-TSE9-2626-SM-4DXV2,GTEX-XUW1-0226-SM-4BOOS,0.9205
GTEX-P4QT-2026-SM-3NMCJ,GTEX-13U4I-1926-SM-5LU39,0.9205
GTEX-131YS-2326-SM-5IJFJ,GTEX-113JC-2226-SM-5EGJG,0.9205
GTEX-OHPL-2026-SM-3TW8R,GTEX-145ME-1326-SM-5O98Q,0.9206
GTEX-ZP4G-0726-SM-4WWF2,GTEX-XUZC-0926-SM-4BOQF,0.9206
GTEX-S7SF-0826-SM-4AD4W,GTEX-T6MO-1526-SM-4DM57,0.9206
GTEX-S4UY-1226-SM-4AD51,GTEX-YJ8O-1126-SM-5P9IS,0.9207
GTEX-TSE9-2626-SM-4DXV2,GTEX-13VXT-1626-SM-5IJES,0.9207
GTEX-13FTX-1026-SM-5J2O5,GTEX-POMQ-1226-SM-3P61F,0.9207
GTEX-Y3IK-2126-SM-4YCDS,GTEX-13QBU-1626-SM-5LU4S,0.9207
GTEX-13OVI-1026-SM-5L3EM,GTEX-ZLWG-1026-SM-4WWC4,0.9207
GTEX-S341-1026-SM-4AD71,GTEX-ZXES-0726-SM-5E451,0.9207
GTEX-11GSP-2426-SM-5N9BD,GTEX-YFC4-2826-SM-5P9FR,0.9208
GTEX-S32W-1426-SM-4AD66,GTEX-P78B-2526-SM-3P5ZY,0.9208
GTEX-P4QT-2026-SM-3NMCJ,GTEX-U3ZN-0726-SM-4DXT5,0.9208
GTEX-R55G-1626-SM-48FF4,GTEX-P78B-2526-SM-3P5ZY,0.9209
GTEX-TMMY-2226-SM-4DXTN,GTEX-XUW1-0226-SM-4BOOS,0.9209
GTEX-S341-1026-SM-4AD71,GTEX-145ME-1326-SM-5O98Q,0.9209
GTEX-12WSG-2126-SM-5EGJ7,GTEX-ZAK1-2526-SM-5S2N7,0.9209
GTEX-N7MT-0726-SM-3TW8S,GTEX-1313W-2826-SM-5P9G1,0.9209
GTEX-1399U-1326-SM-5IJET,GTEX-S7SF-0826-SM-4AD4W,0.9209
GTEX-ZP4G-0726-SM-4WWF2,GTEX-OHPL-2026-SM-3TW8R,0.9209
GTEX-13PL7-2026-SM-5IFGK,GTEX-12ZZX-2126-SM-5LZVL,0.921
GTEX-S4UY-1226-SM-4AD51,GTEX-U3ZN-0726-SM-4DXT5,0.921
GTEX-UPIC-1526-SM-4IHLU,GTEX-RU1J-1026-SM-46MUR,0.921
GTEX-UPIC-1526-SM-4IHLU,GTEX-T6MO-1526-SM-4DM57,0.921
GTEX-S4UY-1226-SM-4AD51,GTEX-12ZZX-2126-SM-5LZVL,0.921
GTEX-1399S-2226-SM-5IFEW,GTEX-13QBU-1626-SM-5LU4S,0.921
GTEX-P4QT-2026-SM-3NMCJ,GTEX-XUW1-0226-SM-4BOOS,0.9211
GTEX-XUJ4-1526-SM-4BONU,GTEX-T6MO-1526-SM-4DM57,0.9211
GTEX-N7MT-0726-SM-3TW8S,GTEX-RTLS-2426-SM-46MUO,0.9211
GTEX-PWN1-2026-SM-48TD9,GTEX-ZYWO-2126-SM-5GZXF,0.9211
GTEX-12WSG-2126-SM-5EGJ7,GTEX-S4UY-1226-SM-4AD51,0.9211
GTEX-13D11-1226-SM-5IFGA,GTEX-S4UY-1226-SM-4AD51,0.9212
GTEX-ZP4G-0726-SM-4WWF2,GTEX-P78B-2526-SM-3P5ZY,0.9212
GTEX-Y3IK-2126-SM-4YCDS,GTEX-13OVJ-2326-SM-5IJGA,0.9212
GTEX-Y3IK-2126-SM-4YCDS,GTEX-12WSK-2026-SM-5CVNB,0.9212
GTEX-13D11-1226-SM-5IFGA,GTEX-U3ZN-0726-SM-4DXT5,0.9212
GTEX-W5WG-1326-SM-4LMI9,GTEX-T6MO-1526-SM-4DM57,0.9212
GTEX-131YS-2326-SM-5IJFJ,GTEX-RU72-2626-SM-4TT75,0.9213
GTEX-P4QT-2026-SM-3NMCJ,GTEX-13QBU-1626-SM-5LU4S,0.9213
GTEX-13PL7-2026-SM-5IFGK,GTEX-145ME-1326-SM-5O98Q,0.9213
GTEX-U3ZN-0726-SM-4DXT5,GTEX-Q734-1626-SM-48U1B,0.9213
GTEX-Q734-1626-SM-48U1B,GTEX-11P81-1626-SM-5BC52,0.9213
GTEX-YJ8O-1126-SM-5P9IS,GTEX-12WSK-2026-SM-5CVNB,0.9213
GTEX-13OVJ-2326-SM-5IJGA,GTEX-12WSD-2826-SM-59HKT,0.9214
GTEX-XUJ4-1526-SM-4BONU,GTEX-11EMC-1826-SM-5A5JT,0.9214
GTEX-ZTPG-2026-SM-5O999,GTEX-OHPL-2026-SM-3TW8R,0.9214
GTEX-ZYVF-0526-SM-5E43E,GTEX-13S7M-1726-SM-5RQK3,0.9215
GTEX-XUJ4-1526-SM-4BONU,GTEX-WEY5-0726-SM-4LMID,0.9215
GTEX-13FTX-1026-SM-5J2O5,GTEX-14BIM-2226-SM-5SI8Y,0.9215
GTEX-R55G-1626-SM-48FF4,GTEX-13QBU-1626-SM-5LU4S,0.9216
GTEX-14BIM-2226-SM-5SI8Y,GTEX-ZXES-0726-SM-5E451,0.9216
GTEX-ZAK1-2526-SM-5S2N7,GTEX-12ZZX-2126-SM-5LZVL,0.9216
GTEX-13U4I-1926-SM-5LU39,GTEX-XYKS-1626-SM-4BRUQ,0.9216
GTEX-T2IS-2226-SM-4DM65,GTEX-PX3G-2026-SM-48U1H,0.9216
GTEX-11ZTT-1726-SM-5EQL4,GTEX-XUW1-0226-SM-4BOOS,0.9216
GTEX-ZVT2-0426-SM-5E44S,GTEX-11P81-1626-SM-5BC52,0.9216
GTEX-Y3IK-2126-SM-4YCDS,GTEX-T2IS-2226-SM-4DM65,0.9216
GTEX-OHPL-2026-SM-3TW8R,GTEX-13OVJ-2326-SM-5IJGA,0.9217
GTEX-13N11-1126-SM-5KM41,GTEX-Y3IK-2126-SM-4YCDS,0.9217
GTEX-ZVT2-0426-SM-5E44S,GTEX-T6MO-1526-SM-4DM57,0.9217
GTEX-XUZC-0926-SM-4BOQF,GTEX-PX3G-2026-SM-48U1H,0.9218
GTEX-1399U-1326-SM-5IJET,GTEX-WEY5-0726-SM-4LMID,0.9218
GTEX-1399U-1326-SM-5IJET,GTEX-ZYWO-2126-SM-5GZXF,0.9218
GTEX-12WSG-2126-SM-5EGJ7,GTEX-13S7M-1726-SM-5RQK3,0.9218
GTEX-WEY5-0726-SM-4LMID,GTEX-ZYWO-2126-SM-5GZXF,0.9218
GTEX-Y114-1826-SM-4TT87,GTEX-11EM3-1926-SM-5987U,0.9219
GTEX-ZVT2-0426-SM-5E44S,GTEX-S4UY-1226-SM-4AD51,0.9219
GTEX-P4QT-2026-SM-3NMCJ,GTEX-ZYWO-2126-SM-5GZXF,0.9219
GTEX-ZAK1-2526-SM-5S2N7,GTEX-13S7M-1726-SM-5RQK3,0.9219
GTEX-11EM3-1926-SM-5987U,GTEX-ZLWG-1026-SM-4WWC4,0.9219
GTEX-P4QT-2026-SM-3NMCJ,GTEX-12ZZX-2126-SM-5LZVL,0.9219
GTEX-Y3IK-2126-SM-4YCDS,GTEX-S32W-1426-SM-4AD66,0.9219
GTEX-11DXX-1526-SM-5H115,GTEX-RU1J-1026-SM-46MUR,0.9219
GTEX-11ZTT-1726-SM-5EQL4,GTEX-ZXES-0726-SM-5E451,0.9219
GTEX-13D11-1226-SM-5IFGA,GTEX-XYKS-1626-SM-4BRUQ,0.9219
GTEX-131YS-2326-SM-5IJFJ,GTEX-P78B-2526-SM-3P5ZY,0.922
GTEX-YFC4-2826-SM-5P9FR,GTEX-12WSD-2826-SM-59HKT,0.922
GTEX-S32W-1426-SM-4AD66,GTEX-145ME-1326-SM-5O98Q,0.922
GTEX-11DXX-1526-SM-5H115,GTEX-S32W-1426-SM-4AD66,0.922
GTEX-W5WG-1326-SM-4LMI9,GTEX-12WSD-2826-SM-59HKT,0.922
GTEX-P4QT-2026-SM-3NMCJ,GTEX-PX3G-2026-SM-48U1H,0.922
GTEX-1399S-2226-SM-5IFEW,GTEX-S7SF-0826-SM-4AD4W,0.922
GTEX-13OVI-1026-SM-5L3EM,GTEX-ZVT2-0426-SM-5E44S,0.9221
GTEX-ZXES-0726-SM-5E451,GTEX-Q734-1626-SM-48U1B,0.9221
GTEX-T5JW-1526-SM-4DM5E,GTEX-S4UY-1226-SM-4AD51,0.9222
GTEX-13D11-1226-SM-5IFGA,GTEX-145ME-1326-SM-5O98Q,0.9222
GTEX-13S7M-1726-SM-5RQK3,GTEX-12ZZX-2126-SM-5LZVL,0.9222
GTEX-1313W-2826-SM-5P9G1,GTEX-Q734-1626-SM-48U1B,0.9222
GTEX-11DXX-1526-SM-5H115,GTEX-145ME-1326-SM-5O98Q,0.9222
GTEX-1399U-1326-SM-5IJET,GTEX-P78B-2526-SM-3P5ZY,0.9223
GTEX-13N11-1126-SM-5KM41,GTEX-11P81-1626-SM-5BC52,0.9223
GTEX-UPIC-1526-SM-4IHLU,GTEX-XUW1-0226-SM-4BOOS,0.9223
GTEX-S32W-1426-SM-4AD66,GTEX-Q734-1626-SM-48U1B,0.9223
GTEX-11ZTT-1726-SM-5EQL4,GTEX-WEY5-0726-SM-4LMID,0.9223
GTEX-ZVT2-0426-SM-5E44S,GTEX-14BMU-1826-SM-5RQII,0.9223
GTEX-131YS-2326-SM-5IJFJ,GTEX-13S7M-1726-SM-5RQK3,0.9224
GTEX-TMMY-2226-SM-4DXTN,GTEX-ZYWO-2126-SM-5GZXF,0.9224
GTEX-145ME-1326-SM-5O98Q,GTEX-Q734-1626-SM-48U1B,0.9225
GTEX-ZYVF-0526-SM-5E43E,GTEX-131YS-2326-SM-5IJFJ,0.9225
GTEX-13U4I-1926-SM-5LU39,GTEX-11ZTS-2326-SM-5EQMY,0.9225
GTEX-14BMU-1826-SM-5RQII,GTEX-XYKS-1626-SM-4BRUQ,0.9225
GTEX-13OVI-1026-SM-5L3EM,GTEX-ZXES-0726-SM-5E451,0.9225
GTEX-13D11-1226-SM-5IFGA,GTEX-13FTX-1026-SM-5J2O5,0.9225
GTEX-W5WG-1326-SM-4LMI9,GTEX-1313W-2826-SM-5P9G1,0.9226
GTEX-11DXX-1526-SM-5H115,GTEX-13QBU-1626-SM-5LU4S,0.9226
GTEX-ZLWG-1026-SM-4WWC4,GTEX-P78B-2526-SM-3P5ZY,0.9226
GTEX-S4UY-1226-SM-4AD51,GTEX-W5WG-1326-SM-4LMI9,0.9226
GTEX-12ZZX-2126-SM-5LZVL,GTEX-PX3G-2026-SM-48U1H,0.9226
GTEX-Y3IK-2126-SM-4YCDS,GTEX-XYKS-1626-SM-4BRUQ,0.9226
GTEX-XUZC-0926-SM-4BOQF,GTEX-WEY5-0726-SM-4LMID,0.9226
GTEX-Y3IK-2126-SM-4YCDS,GTEX-RU1J-1026-SM-46MUR,0.9227
GTEX-ZYWO-2126-SM-5GZXF,GTEX-T6MO-1526-SM-4DM57,0.9227
GTEX-WWYW-2826-SM-4MVOQ,GTEX-ZYVF-0526-SM-5E43E,0.9227
GTEX-ZVT2-0426-SM-5E44S,GTEX-Y114-1826-SM-4TT87,0.9227
GTEX-P4QT-2026-SM-3NMCJ,GTEX-13OVI-1026-SM-5L3EM,0.9228
GTEX-ZTPG-2026-SM-5O999,GTEX-ZYWO-2126-SM-5GZXF,0.9228
GTEX-1399S-2226-SM-5IFEW,GTEX-XUJ4-1526-SM-4BONU,0.9228
GTEX-13FTX-1026-SM-5J2O5,GTEX-PX3G-2026-SM-48U1H,0.9228
GTEX-13N11-1126-SM-5KM41,GTEX-11EM3-1926-SM-5987U,0.9229
GTEX-13N11-1126-SM-5KM41,GTEX-14BMU-1826-SM-5RQII,0.9229
GTEX-11DXX-1526-SM-5H115,GTEX-S4UY-1226-SM-4AD51,0.923
GTEX-S7SF-0826-SM-4AD4W,GTEX-P78B-2526-SM-3P5ZY,0.923
GTEX-YFC4-2826-SM-5P9FR,GTEX-T2IS-2226-SM-4DM65,0.923
GTEX-ZXES-0726-SM-5E451,GTEX-13U4I-1926-SM-5LU39,0.923
GTEX-ZP4G-0726-SM-4WWF2,GTEX-Y3IK-2126-SM-4YCDS,0.923
GTEX-RTLS-2426-SM-46MUO,GTEX-13OVJ-2326-SM-5IJGA,0.923
GTEX-T5JW-1526-SM-4DM5E,GTEX-ZXES-0726-SM-5E451,0.923
GTEX-ZP4G-0726-SM-4WWF2,GTEX-TMMY-2226-SM-4DXTN,0.923
GTEX-Y114-1826-SM-4TT87,GTEX-145ME-1326-SM-5O98Q,0.9231
GTEX-ZP4G-0726-SM-4WWF2,GTEX-11ZTT-1726-SM-5EQL4,0.9231
GTEX-1399S-2226-SM-5IFEW,GTEX-S341-1026-SM-4AD71,0.9231
GTEX-131XG-2026-SM-5GCN5,GTEX-QCQG-1326-SM-48U24,0.9231
GTEX-WEY5-0726-SM-4LMID,GTEX-P78B-2526-SM-3P5ZY,0.9231
GTEX-PWN1-2026-SM-48TD9,GTEX-T6MO-1526-SM-4DM57,0.9232
GTEX-11EMC-1826-SM-5A5JT,GTEX-P78B-2526-SM-3P5ZY,0.9232
GTEX-1399U-1326-SM-5IJET,GTEX-131YS-2326-SM-5IJFJ,0.9232
GTEX-11ZTT-1726-SM-5EQL4,GTEX-13FTX-1026-SM-5J2O5,0.9232
GTEX-T5JW-1526-SM-4DM5E,GTEX-P78B-2526-SM-3P5ZY,0.9232
GTEX-TMMY-2226-SM-4DXTN,GTEX-13QBU-1626-SM-5LU4S,0.9232
GTEX-13U4I-1926-SM-5LU39,GTEX-1313W-2826-SM-5P9G1,0.9233
GTEX-S4UY-1226-SM-4AD51,GTEX-145ME-1326-SM-5O98Q,0.9233
GTEX-R55G-1626-SM-48FF4,GTEX-T6MO-1526-SM-4DM57,0.9233
GTEX-YJ8O-1126-SM-5P9IS,GTEX-13VXT-1626-SM-5IJES,0.9233
GTEX-1399U-1326-SM-5IJET,GTEX-XUJ4-1526-SM-4BONU,0.9233
GTEX-13U4I-1926-SM-5LU39,GTEX-12WSD-2826-SM-59HKT,0.9234
GTEX-ZAK1-2526-SM-5S2N7,GTEX-13U4I-1926-SM-5LU39,0.9234
GTEX-YFC4-2826-SM-5P9FR,GTEX-1313W-2826-SM-5P9G1,0.9234
GTEX-ZP4G-0726-SM-4WWF2,GTEX-POMQ-1226-SM-3P61F,0.9234
GTEX-14BMU-1826-SM-5RQII,GTEX-12ZZX-2126-SM-5LZVL,0.9234
GTEX-1399U-1326-SM-5IJET,GTEX-TMMY-2226-SM-4DXTN,0.9234
GTEX-T5JW-1526-SM-4DM5E,GTEX-S341-1026-SM-4AD71,0.9235
GTEX-1399U-1326-SM-5IJET,GTEX-14BMU-1826-SM-5RQII,0.9235
GTEX-11EMC-1826-SM-5A5JT,GTEX-Q734-1626-SM-48U1B,0.9235
GTEX-13D11-1226-SM-5IFGA,GTEX-Q734-1626-SM-48U1B,0.9235
GTEX-N7MT-0726-SM-3TW8S,GTEX-11GSP-2426-SM-5N9BD,0.9235
GTEX-ZLWG-1026-SM-4WWC4,GTEX-XYKS-1626-SM-4BRUQ,0.9236
GTEX-POMQ-1226-SM-3P61F,GTEX-T6MO-1526-SM-4DM57,0.9236
GTEX-1399S-2226-SM-5IFEW,GTEX-POMQ-1226-SM-3P61F,0.9236
GTEX-13OVI-1026-SM-5L3EM,GTEX-1399S-2226-SM-5IFEW,0.9236
GTEX-YJ8O-1126-SM-5P9IS,GTEX-1313W-2826-SM-5P9G1,0.9236
GTEX-ZP4G-0726-SM-4WWF2,GTEX-Y114-1826-SM-4TT87,0.9236
GTEX-Y114-1826-SM-4TT87,GTEX-WEY5-0726-SM-4LMID,0.9237
GTEX-145ME-1326-SM-5O98Q,GTEX-T6MO-1526-SM-4DM57,0.9237
GTEX-S4UY-1226-SM-4AD51,GTEX-11P81-1626-SM-5BC52,0.9237
GTEX-11ZTT-1726-SM-5EQL4,GTEX-OHPL-2026-SM-3TW8R,0.9237
GTEX-13S7M-1726-SM-5RQK3,GTEX-XUW1-0226-SM-4BOOS,0.9237
GTEX-12WSK-2026-SM-5CVNB,GTEX-12ZZX-2126-SM-5LZVL,0.9238
GTEX-12ZZX-2126-SM-5LZVL,GTEX-XUW1-0226-SM-4BOOS,0.9238
GTEX-14BMU-1826-SM-5RQII,GTEX-T2IS-2226-SM-4DM65,0.9238
GTEX-11GSP-2426-SM-5N9BD,GTEX-ZAK1-2526-SM-5S2N7,0.9238
GTEX-ZAK1-2526-SM-5S2N7,GTEX-11EMC-1826-SM-5A5JT,0.9239
GTEX-YFC4-2826-SM-5P9FR,GTEX-13U4I-1926-SM-5LU39,0.9239
GTEX-S32W-1426-SM-4AD66,GTEX-T2IS-2226-SM-4DM65,0.9239
GTEX-11GSP-2426-SM-5N9BD,GTEX-Y3IK-2126-SM-4YCDS,0.9239
GTEX-OHPL-2026-SM-3TW8R,GTEX-W5WG-1326-SM-4LMI9,0.9239
GTEX-POMQ-1226-SM-3P61F,GTEX-R55G-1626-SM-48FF4,0.9239
GTEX-11DXX-1526-SM-5H115,GTEX-ZXES-0726-SM-5E451,0.9239
GTEX-11ZTT-1726-SM-5EQL4,GTEX-W5WG-1326-SM-4LMI9,0.9239
GTEX-OHPL-2026-SM-3TW8R,GTEX-R55G-1626-SM-48FF4,0.9239
GTEX-12WSG-2126-SM-5EGJ7,GTEX-145ME-1326-SM-5O98Q,0.924
GTEX-14BIM-2226-SM-5SI8Y,GTEX-11DXX-1526-SM-5H115,0.924
GTEX-13FTX-1026-SM-5J2O5,GTEX-XUZC-0926-SM-4BOQF,0.924
GTEX-1399S-2226-SM-5IFEW,GTEX-W5WG-1326-SM-4LMI9,0.924
GTEX-13N11-1126-SM-5KM41,GTEX-S7SF-0826-SM-4AD4W,0.924
GTEX-WWYW-2826-SM-4MVOQ,GTEX-Q734-1626-SM-48U1B,0.924
GTEX-R55G-1626-SM-48FF4,GTEX-T2IS-2226-SM-4DM65,0.9241
GTEX-12WSG-2126-SM-5EGJ7,GTEX-ZVT2-0426-SM-5E44S,0.9241
GTEX-13PL7-2026-SM-5IFGK,GTEX-13VXT-1626-SM-5IJES,0.9241
GTEX-13U4I-1926-SM-5LU39,GTEX-11EMC-1826-SM-5A5JT,0.9241
GTEX-UPIC-1526-SM-4IHLU,GTEX-Y3IK-2126-SM-4YCDS,0.9241
GTEX-11EM3-1926-SM-5987U,GTEX-S7SF-0826-SM-4AD4W,0.9241
GTEX-XUJ4-1526-SM-4BONU,GTEX-13QBU-1626-SM-5LU4S,0.9241
GTEX-OHPL-2026-SM-3TW8R,GTEX-WEY5-0726-SM-4LMID,0.9242
GTEX-W5WG-1326-SM-4LMI9,GTEX-13S7M-1726-SM-5RQK3,0.9242
GTEX-YJ8O-1126-SM-5P9IS,GTEX-T2IS-2226-SM-4DM65,0.9242
GTEX-13N11-1126-SM-5KM41,GTEX-ZYWO-2126-SM-5GZXF,0.9242
GTEX-12WSG-2126-SM-5EGJ7,GTEX-ZLWG-1026-SM-4WWC4,0.9242
GTEX-13N11-1126-SM-5KM41,GTEX-R55G-1626-SM-48FF4,0.9242
GTEX-12WSG-2126-SM-5EGJ7,GTEX-YJ8O-1126-SM-5P9IS,0.9242
GTEX-PWN1-2026-SM-48TD9,GTEX-1399S-2226-SM-5IFEW,0.9242
GTEX-13D11-1226-SM-5IFGA,GTEX-131XG-2026-SM-5GCN5,0.9242
GTEX-13FTX-1026-SM-5J2O5,GTEX-OHPL-2026-SM-3TW8R,0.9243
GTEX-WEY5-0726-SM-4LMID,GTEX-XUW1-0226-SM-4BOOS,0.9243
GTEX-13D11-1226-SM-5IFGA,GTEX-Y3IK-2126-SM-4YCDS,0.9243
GTEX-13N11-1126-SM-5KM41,GTEX-RU1J-1026-SM-46MUR,0.9243
GTEX-12WSG-2126-SM-5EGJ7,GTEX-11GSP-2426-SM-5N9BD,0.9244
GTEX-131YS-2326-SM-5IJFJ,GTEX-13PL7-2026-SM-5IFGK,0.9244
GTEX-W5WG-1326-SM-4LMI9,GTEX-12WSK-2026-SM-5CVNB,0.9244
GTEX-12WSG-2126-SM-5EGJ7,GTEX-12WSK-2026-SM-5CVNB,0.9244
GTEX-13U4I-1926-SM-5LU39,GTEX-T2IS-2226-SM-4DM65,0.9244
GTEX-S4UY-1226-SM-4AD51,GTEX-Q734-1626-SM-48U1B,0.9244
GTEX-UPIC-1526-SM-4IHLU,GTEX-13PL7-2026-SM-5IFGK,0.9244
GTEX-UPIC-1526-SM-4IHLU,GTEX-PX3G-2026-SM-48U1H,0.9245
GTEX-13PL7-2026-SM-5IFGK,GTEX-13U4I-1926-SM-5LU39,0.9245
GTEX-RU1J-1026-SM-46MUR,GTEX-13PL7-2026-SM-5IFGK,0.9245
GTEX-ZVT2-0426-SM-5E44S,GTEX-ZXES-0726-SM-5E451,0.9245
GTEX-13N11-1126-SM-5KM41,GTEX-S341-1026-SM-4AD71,0.9246
GTEX-POMQ-1226-SM-3P61F,GTEX-S341-1026-SM-4AD71,0.9246
GTEX-UPIC-1526-SM-4IHLU,GTEX-14BMU-1826-SM-5RQII,0.9247
GTEX-W5WG-1326-SM-4LMI9,GTEX-12ZZX-2126-SM-5LZVL,0.9247
GTEX-13PL7-2026-SM-5IFGK,GTEX-13S7M-1726-SM-5RQK3,0.9247
GTEX-TMMY-2226-SM-4DXTN,GTEX-145ME-1326-SM-5O98Q,0.9247
GTEX-POMQ-1226-SM-3P61F,GTEX-WEY5-0726-SM-4LMID,0.9247
GTEX-14BIM-2226-SM-5SI8Y,GTEX-13S7M-1726-SM-5RQK3,0.9247
GTEX-11ZTS-2326-SM-5EQMY,GTEX-P78B-2526-SM-3P5ZY,0.9247
GTEX-Y3IK-2126-SM-4YCDS,GTEX-PX3G-2026-SM-48U1H,0.9248
GTEX-13FTX-1026-SM-5J2O5,GTEX-13VXT-1626-SM-5IJES,0.9248
GTEX-13N11-1126-SM-5KM41,GTEX-UPIC-1526-SM-4IHLU,0.9248
GTEX-14BMU-1826-SM-5RQII,GTEX-11DXX-1526-SM-5H115,0.9248
GTEX-1399U-1326-SM-5IJET,GTEX-13QBU-1626-SM-5LU4S,0.9249
GTEX-UPIC-1526-SM-4IHLU,GTEX-13U4I-1926-SM-5LU39,0.9249
GTEX-W5WG-1326-SM-4LMI9,GTEX-WEY5-0726-SM-4LMID,0.9249
GTEX-12WSG-2126-SM-5EGJ7,GTEX-UPIC-1526-SM-4IHLU,0.9249
GTEX-13D11-1226-SM-5IFGA,GTEX-ZXES-0726-SM-5E451,0.9249
GTEX-145ME-1326-SM-5O98Q,GTEX-ZYWO-2126-SM-5GZXF,0.9249
GTEX-13D11-1226-SM-5IFGA,GTEX-P78B-2526-SM-3P5ZY,0.9249
GTEX-11EM3-1926-SM-5987U,GTEX-145ME-1326-SM-5O98Q,0.925
GTEX-POMQ-1226-SM-3P61F,GTEX-RU1J-1026-SM-46MUR,0.925
GTEX-11I78-2126-SM-5A5K8,GTEX-13VXT-1626-SM-5IJES,0.925
GTEX-UPIC-1526-SM-4IHLU,GTEX-W5WG-1326-SM-4LMI9,0.925
GTEX-T5JW-1526-SM-4DM5E,GTEX-TMMY-2226-SM-4DXTN,0.9251
GTEX-11DXX-1526-SM-5H115,GTEX-R55G-1626-SM-48FF4,0.9252
GTEX-13D11-1226-SM-5IFGA,GTEX-ZVT2-0426-SM-5E44S,0.9252
GTEX-ZAK1-2526-SM-5S2N7,GTEX-11ZTS-2326-SM-5EQMY,0.9253
GTEX-ZLWG-1026-SM-4WWC4,GTEX-145ME-1326-SM-5O98Q,0.9253
GTEX-11GSP-2426-SM-5N9BD,GTEX-RTLS-2426-SM-46MUO,0.9253
GTEX-1399U-1326-SM-5IJET,GTEX-11EMC-1826-SM-5A5JT,0.9254
GTEX-POMQ-1226-SM-3P61F,GTEX-ZYWO-2126-SM-5GZXF,0.9254
